,receptor,molecule_chembl_id,canonical_smiles,type,relation,value,units,target_id,action_type,nombre_comercial,document_chembl_id,UMAP-1,UMAP-2
9768,B2,CHEMBL251581,COc1ccc([C@@H](Cc2ccccc2)NC[C@@H](O)Cc2ccc(O)c(NS(C)(=O)=O)c2)cc1,Ki,=,510.0,nM,CHEMBL210,,,CHEMBL1140016,-5.259001,13.341844
9769,B2,CHEMBL251580,COc1ccc([C@@H](Cc2ccccc2)NC[C@H](O)Cc2ccc(O)c(NS(C)(=O)=O)c2)cc1,Ki,=,3100.0,nM,CHEMBL210,,,CHEMBL1140016,-5.270312,13.336705
9770,B2,CHEMBL398322,COc1cccc([C@@H](Cc2ccccc2)NC[C@@H](O)Cc2ccc(O)c(NS(C)(=O)=O)c2)c1,Ki,=,350.0,nM,CHEMBL210,,,CHEMBL1140016,-5.373206,13.290659
9771,B2,CHEMBL400067,COc1ccc([C@H](CCc2ccccc2)NC[C@H](O)Cc2ccc(O)c(NS(C)(=O)=O)c2)cc1OC,Ki,=,390.0,nM,CHEMBL210,,,CHEMBL1140016,-5.0298424,13.581473
9772,B2,CHEMBL251764,COc1ccc([C@H](CCc2ccc(Cl)cc2)NC[C@H](O)Cc2ccc(O)c(NS(C)(=O)=O)c2)cc1OC,Ki,=,120.0,nM,CHEMBL210,,,CHEMBL1140016,-4.9404807,13.690671
9773,B2,CHEMBL398241,COc1ccc([C@H](CCc2cccc(Cl)c2)NC[C@H](O)Cc2ccc(O)c(NS(C)(=O)=O)c2)cc1OC,Ki,=,26.0,nM,CHEMBL210,,,CHEMBL1140016,-4.969828,13.643978
9774,B2,CHEMBL447786,COc1ccc([C@H](CCc2ccccc2Cl)NC[C@H](O)Cc2ccc(O)c(NS(C)(=O)=O)c2)cc1OC,Ki,=,57.0,nM,CHEMBL210,,,CHEMBL1140016,-4.9590683,13.66414
9775,B2,CHEMBL251555,CS(=O)(=O)Nc1cc(C[C@@H](O)CN[C@@H](CCc2ccccc2)c2ccc(OC(F)F)c(OC(F)F)c2)ccc1O,Ki,=,71.0,nM,CHEMBL210,,,CHEMBL1140016,-5.1017756,13.50115
9776,B2,CHEMBL251554,COc1cccc([C@H](CCc2ccccc2)NC[C@H](O)Cc2ccc(O)c(NS(C)(=O)=O)c2)c1,Ki,=,200.0,nM,CHEMBL210,,,CHEMBL1140016,-5.327413,13.349727
9777,B2,CHEMBL251347,COc1ccc([C@H](CCc2ccccc2)NC[C@H](O)Cc2ccc(O)c(NS(C)(=O)=O)c2)cc1,Ki,=,280.0,nM,CHEMBL210,,,CHEMBL1140016,-5.235235,13.403901
9778,B2,CHEMBL154419,C[C@H](CNc1ccc(CC(=O)O)cc1)NC[C@H](O)c1cccc(Cl)c1,Log EC50,=,-7.3,,CHEMBL210,,,CHEMBL1140647,1.454672,15.341917
9779,B2,CHEMBL154419,C[C@H](CNc1ccc(CC(=O)O)cc1)NC[C@H](O)c1cccc(Cl)c1,Emax,=,90.0,%,CHEMBL210,,,CHEMBL1140647,1.4236897,15.296942
9780,B2,CHEMBL245875,O=C(O)c1ccsc1-c1cccc(NCCNC[C@H](O)c2cccc(Cl)c2)c1,Log EC50,=,-5.3,,CHEMBL210,,,CHEMBL1140647,-0.5138525,19.45176
9781,B2,CHEMBL245874,O=C(O)c1ccoc1-c1cccc(NCCNC[C@H](O)c2cccc(Cl)c2)c1,Log EC50,=,-5.6,,CHEMBL210,,,CHEMBL1140647,-0.65924037,19.701736
9782,B2,CHEMBL245873,C[C@H](CNc1cccc(-c2sccc2C(=O)O)c1)NC[C@H](O)c1cccc(Cl)c1,Log EC50,=,-6.1,,CHEMBL210,,,CHEMBL1140647,-11.073869,-2.649213
9783,B2,CHEMBL395834,C[C@H](CNc1ccc(-c2sccc2C(=O)O)cc1)NC[C@H](O)c1cccc(Cl)c1,Log EC50,=,-6.2,,CHEMBL210,,,CHEMBL1140647,-11.052034,-2.6518614
9784,B2,CHEMBL245673,C[C@H](CNc1cccc(-c2occc2C(=O)O)c1)NC[C@H](O)c1cccc(Cl)c1,Log EC50,=,-6.9,,CHEMBL210,,,CHEMBL1140647,-0.7961842,19.823391
9785,B2,CHEMBL247520,C[C@H](CNc1ccc(-c2occc2C(=O)O)cc1)NC[C@H](O)c1cccc(Cl)c1,Log EC50,=,-7.1,,CHEMBL210,,,CHEMBL1140647,-0.9155087,19.928408
9786,B2,CHEMBL393471,C[C@H](CNc1cccc(-c2ocnc2C(=O)O)c1)NC[C@H](O)c1cccc(Cl)c1,Log EC50,=,-6.5,,CHEMBL210,,,CHEMBL1140647,-11.63049,5.224159
9787,B2,CHEMBL247519,C[C@H](CNc1ccc(-c2ocnc2C(=O)O)cc1)NC[C@H](O)c1cccc(Cl)c1,Log EC50,=,-6.4,,CHEMBL210,,,CHEMBL1140647,-11.640421,5.2350206
9788,B2,CHEMBL393470,C[C@H](CNc1cccc(-c2csc(C(=O)O)n2)c1)NC[C@H](O)c1cccc(Cl)c1,Log EC50,=,-7.0,,CHEMBL210,,,CHEMBL1140647,3.6863532,-8.931133
9789,B2,CHEMBL247518,C[C@H](CNc1ccc(-c2csc(C(=O)O)n2)cc1)NC[C@H](O)c1cccc(Cl)c1,Log EC50,=,-7.3,,CHEMBL210,,,CHEMBL1140647,3.693084,-8.931798
9790,B2,CHEMBL247315,C[C@H](CNc1cccc(-c2nc(C(=O)O)cs2)c1)NC[C@H](O)c1cccc(Cl)c1,Log EC50,=,-6.8,,CHEMBL210,,,CHEMBL1140647,-8.055094,-8.019545
9791,B2,CHEMBL430390,C[C@H](CNc1ccc(-c2nc(C(=O)O)cs2)cc1)NC[C@H](O)c1cccc(Cl)c1,Log EC50,=,-7.3,,CHEMBL210,,,CHEMBL1140647,-8.117815,-7.938362
9792,B2,CHEMBL393469,C[C@H](CNc1cccc(-c2nc(C(=O)O)co2)c1)NC[C@H](O)c1cccc(Cl)c1,Log EC50,=,-6.9,,CHEMBL210,,,CHEMBL1140647,4.3071585,15.969006
9793,B2,CHEMBL246908,C[C@H](CNc1ccc(-c2nc(C(=O)O)co2)cc1)NC[C@H](O)c1cccc(Cl)c1,Log EC50,=,-7.0,,CHEMBL210,,,CHEMBL1140647,4.304314,15.993647
9794,B2,CHEMBL153558,C[C@H](CNc1ccc(CCC(=O)O)cc1)NC[C@H](O)c1cccc(Cl)c1,Log EC50,=,-6.4,,CHEMBL210,,,CHEMBL1140647,1.464529,15.248932
9795,B2,CHEMBL245875,O=C(O)c1ccsc1-c1cccc(NCCNC[C@H](O)c2cccc(Cl)c2)c1,Emax,<,5.0,%,CHEMBL210,,,CHEMBL1140647,-0.5366987,19.568275
9796,B2,CHEMBL245874,O=C(O)c1ccoc1-c1cccc(NCCNC[C@H](O)c2cccc(Cl)c2)c1,Emax,<,5.0,%,CHEMBL210,,,CHEMBL1140647,-0.7041746,19.73771
9797,B2,CHEMBL245873,C[C@H](CNc1cccc(-c2sccc2C(=O)O)c1)NC[C@H](O)c1cccc(Cl)c1,Emax,=,9.0,%,CHEMBL210,,,CHEMBL1140647,-11.05442,-2.5958333
9798,B2,CHEMBL395834,C[C@H](CNc1ccc(-c2sccc2C(=O)O)cc1)NC[C@H](O)c1cccc(Cl)c1,Emax,=,19.0,%,CHEMBL210,,,CHEMBL1140647,-11.070299,-2.6374416
9799,B2,CHEMBL245673,C[C@H](CNc1cccc(-c2occc2C(=O)O)c1)NC[C@H](O)c1cccc(Cl)c1,Emax,=,38.0,%,CHEMBL210,,,CHEMBL1140647,-0.8352087,19.874523
9800,B2,CHEMBL247520,C[C@H](CNc1ccc(-c2occc2C(=O)O)cc1)NC[C@H](O)c1cccc(Cl)c1,Emax,=,36.0,%,CHEMBL210,,,CHEMBL1140647,-0.7848501,19.797586
9801,B2,CHEMBL393471,C[C@H](CNc1cccc(-c2ocnc2C(=O)O)c1)NC[C@H](O)c1cccc(Cl)c1,Emax,=,49.0,%,CHEMBL210,,,CHEMBL1140647,-11.5606165,5.270625
9802,B2,CHEMBL247519,C[C@H](CNc1ccc(-c2ocnc2C(=O)O)cc1)NC[C@H](O)c1cccc(Cl)c1,Emax,=,55.0,%,CHEMBL210,,,CHEMBL1140647,-11.71944,5.2413626
9803,B2,CHEMBL393470,C[C@H](CNc1cccc(-c2csc(C(=O)O)n2)c1)NC[C@H](O)c1cccc(Cl)c1,Emax,=,76.0,%,CHEMBL210,,,CHEMBL1140647,3.7095509,-8.922381
9804,B2,CHEMBL247518,C[C@H](CNc1ccc(-c2csc(C(=O)O)n2)cc1)NC[C@H](O)c1cccc(Cl)c1,Emax,=,63.0,%,CHEMBL210,,,CHEMBL1140647,3.71556,-8.917429
9805,B2,CHEMBL247315,C[C@H](CNc1cccc(-c2nc(C(=O)O)cs2)c1)NC[C@H](O)c1cccc(Cl)c1,Emax,=,48.0,%,CHEMBL210,,,CHEMBL1140647,-8.134313,-7.93614
9806,B2,CHEMBL430390,C[C@H](CNc1ccc(-c2nc(C(=O)O)cs2)cc1)NC[C@H](O)c1cccc(Cl)c1,Emax,=,41.0,%,CHEMBL210,,,CHEMBL1140647,-8.115805,-7.8867717
9807,B2,CHEMBL393469,C[C@H](CNc1cccc(-c2nc(C(=O)O)co2)c1)NC[C@H](O)c1cccc(Cl)c1,Emax,=,39.0,%,CHEMBL210,,,CHEMBL1140647,4.31943,15.9763775
9808,B2,CHEMBL246908,C[C@H](CNc1ccc(-c2nc(C(=O)O)co2)cc1)NC[C@H](O)c1cccc(Cl)c1,Emax,=,53.0,%,CHEMBL210,,,CHEMBL1140647,4.322736,15.983333
9809,B2,CHEMBL153558,C[C@H](CNc1ccc(CCC(=O)O)cc1)NC[C@H](O)c1cccc(Cl)c1,Emax,=,22.0,%,CHEMBL210,,,CHEMBL1140647,1.4696039,15.309462
9810,B2,CHEMBL111201,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2nc(-c3ccc(C(F)(F)F)cc3)cs2)cc1,Intrinsic activity,=,1.0,%,CHEMBL210,,,CHEMBL1139766,5.780689,17.14464
9811,B2,CHEMBL249167,Cc1ccc([C@@H](O)CNCCc2ccc(-c3csc(-c4ccccc4)n3)cc2)cc1NS(C)(=O)=O,Intrinsic activity,=,19.0,%,CHEMBL210,,,CHEMBL1139766,-5.6512213,-4.408828
9812,B2,CHEMBL249164,CCc1nc(-c2ccc(CCNC[C@H](O)c3ccc(Cl)c(NS(C)(=O)=O)c3)cc2)cs1,Intrinsic activity,=,35.0,%,CHEMBL210,,,CHEMBL1139766,-5.66561,-4.601536
9813,B2,CHEMBL250385,Cc1nc(-c2ccc(CCNC[C@H](O)c3ccc(Cl)c(NS(C)(=O)=O)c3)cc2)cs1,Intrinsic activity,=,32.0,%,CHEMBL210,,,CHEMBL1139766,-5.5738587,-4.5940814
9814,B2,CHEMBL250184,O[C@@H](CNCCc1ccc(-c2csc(C(F)(F)F)n2)cc1)c1cccnc1,Intrinsic activity,=,7.0,%,CHEMBL210,,,CHEMBL1139766,-6.2145934,-4.6400743
9815,B2,CHEMBL248560,O[C@@H](CNCCc1ccc(-c2csc(-c3cccnc3)n2)cc1)c1cccnc1,Intrinsic activity,=,17.0,%,CHEMBL210,,,CHEMBL1139766,-6.0860662,-4.4847345
9816,B2,CHEMBL399986,O[C@@H](CNCCc1ccc(-c2csc(-c3ccccc3)n2)cc1)c1cccnc1,Intrinsic activity,=,14.0,%,CHEMBL210,,,CHEMBL1139766,-6.012296,-4.5997024
9817,B2,CHEMBL251592,CCc1nc(-c2ccc(CCNC[C@H](O)c3cccnc3)cc2)cs1,Intrinsic activity,=,9.0,%,CHEMBL210,,,CHEMBL1139766,-5.864593,-4.763787
9818,B2,CHEMBL398515,Cc1nc(-c2ccc(CCNC[C@H](O)c3cccnc3)cc2)cs1,Intrinsic activity,=,7.0,%,CHEMBL210,,,CHEMBL1139766,-5.8916936,-4.768306
9819,B2,CHEMBL251392,O[C@@H](CNCCOc1ccc(-c2cscn2)cc1)c1cccnc1,Intrinsic activity,=,4.0,%,CHEMBL210,,,CHEMBL1139766,-6.9409986,-4.914925
9820,B2,CHEMBL399522,O[C@@H](CNCCOc1ccc(-c2csc(-c3ccncc3)n2)cc1)c1cccnc1,Intrinsic activity,=,22.0,%,CHEMBL210,,,CHEMBL1139766,-6.4806237,-4.624383
9821,B2,CHEMBL250146,O[C@@H](CNCCOc1ccc(-c2csc(-c3cccnc3)n2)cc1)c1cccnc1,Intrinsic activity,=,21.0,%,CHEMBL210,,,CHEMBL1139766,-6.646256,-4.7398014
9822,B2,CHEMBL250144,O[C@@H](CNCCOc1ccc(-c2csc(-c3ccccc3)n2)cc1)c1cccnc1,Intrinsic activity,=,18.0,%,CHEMBL210,,,CHEMBL1139766,-6.501637,-4.6485395
9823,B2,CHEMBL400392,O[C@@H](CNCCOc1ccc(-c2csc(C3CCCC3)n2)cc1)c1cccnc1,Intrinsic activity,=,47.0,%,CHEMBL210,,,CHEMBL1139766,-6.565047,-4.759594
9824,B2,CHEMBL399785,CCc1nc(-c2ccc(OCCNC[C@H](O)c3cccnc3)cc2)cs1,Intrinsic activity,=,19.0,%,CHEMBL210,,,CHEMBL1139766,-5.9161725,-4.920697
9825,B2,CHEMBL251600,O[C@@H](CNCCOc1ccc(-c2csc(C(F)(F)F)n2)cc1)c1cccnc1,Intrinsic activity,=,9.0,%,CHEMBL210,,,CHEMBL1139766,-6.271713,-4.694983
9826,B2,CHEMBL251599,Cc1nc(-c2ccc(OCCNC[C@H](O)c3cccnc3)cc2)cs1,Intrinsic activity,<,5.0,%,CHEMBL210,,,CHEMBL1139766,-5.8638616,-4.8677564
9827,B2,CHEMBL251392,O[C@@H](CNCCOc1ccc(-c2cscn2)cc1)c1cccnc1,Ki,=,0.01,uM,CHEMBL210,,,CHEMBL1139766,-6.9064155,-4.896674
9828,B2,CHEMBL399522,O[C@@H](CNCCOc1ccc(-c2csc(-c3ccncc3)n2)cc1)c1cccnc1,Ki,,,,CHEMBL210,,,CHEMBL1139766,-6.405842,-4.578532
9829,B2,CHEMBL250146,O[C@@H](CNCCOc1ccc(-c2csc(-c3cccnc3)n2)cc1)c1cccnc1,Ki,,,,CHEMBL210,,,CHEMBL1139766,-6.653034,-4.728582
9830,B2,CHEMBL250144,O[C@@H](CNCCOc1ccc(-c2csc(-c3ccccc3)n2)cc1)c1cccnc1,Ki,=,0.5,uM,CHEMBL210,,,CHEMBL1139766,-6.471297,-4.6130185
9831,B2,CHEMBL400392,O[C@@H](CNCCOc1ccc(-c2csc(C3CCCC3)n2)cc1)c1cccnc1,Ki,,,,CHEMBL210,,,CHEMBL1139766,-6.528799,-4.7088423
9832,B2,CHEMBL399785,CCc1nc(-c2ccc(OCCNC[C@H](O)c3cccnc3)cc2)cs1,Ki,,,,CHEMBL210,,,CHEMBL1139766,-5.9119654,-4.9145555
9833,B2,CHEMBL251600,O[C@@H](CNCCOc1ccc(-c2csc(C(F)(F)F)n2)cc1)c1cccnc1,Ki,,,,CHEMBL210,,,CHEMBL1139766,-6.2797875,-4.7029967
9834,B2,CHEMBL251599,Cc1nc(-c2ccc(OCCNC[C@H](O)c3cccnc3)cc2)cs1,Ki,=,0.12,uM,CHEMBL210,,,CHEMBL1139766,-5.9101634,-4.8537726
9835,B2,CHEMBL249336,O[C@@H](CNCCOc1ccc(-c2cocn2)cc1)c1cccnc1,Kb,>,1500.0,nM,CHEMBL210,,,CHEMBL1139766,-7.136583,-5.008855
9836,B2,CHEMBL249336,O[C@@H](CNCCOc1ccc(-c2cocn2)cc1)c1cccnc1,Intrinsic activity,=,2.0,%,CHEMBL210,,,CHEMBL1139766,-7.1318274,-5.011966
9837,B2,CHEMBL249336,O[C@@H](CNCCOc1ccc(-c2cocn2)cc1)c1cccnc1,Ki,=,0.01,uM,CHEMBL210,,,CHEMBL1139766,-7.1600895,-5.0498543
9838,B2,CHEMBL427711,Cc1nc(-c2ccc(OCCNC[C@H](O)c3cccnc3)cc2)c(C)o1,Intrinsic activity,=,0.0,%,CHEMBL210,,,CHEMBL1139766,-6.638351,-5.67674
9839,B2,CHEMBL399440,Cc1ocnc1-c1ccc(OCCNC[C@H](O)c2cccnc2)cc1,Intrinsic activity,=,0.0,%,CHEMBL210,,,CHEMBL1139766,-6.6385565,-5.685757
9840,B2,CHEMBL251180,OCc1nc(-c2ccc(OCCNC[C@H](O)c3cccnc3)cc2)co1,Intrinsic activity,=,4.0,%,CHEMBL210,,,CHEMBL1139766,-7.241842,-5.0278516
9841,B2,CHEMBL250760,O[C@@H](CNCCOc1ccc(-c2coc(COCc3ccccc3)n2)cc1)c1cccnc1,Intrinsic activity,=,32.0,%,CHEMBL210,,,CHEMBL1139766,-7.357326,-5.077818
9842,B2,CHEMBL250559,COCc1nc(-c2ccc(OCCNC[C@H](O)c3cccnc3)cc2)co1,Intrinsic activity,=,13.0,%,CHEMBL210,,,CHEMBL1139766,-7.4141,-5.1198654
9843,B2,CHEMBL250352,CC(C)c1nc(-c2ccc(OCCNC[C@H](O)c3cccnc3)cc2)co1,Intrinsic activity,=,26.0,%,CHEMBL210,,,CHEMBL1139766,-7.1532626,-5.034108
9844,B2,CHEMBL400049,CCc1nc(-c2ccc(OCCNC[C@H](O)c3cccnc3)cc2)co1,Intrinsic activity,=,14.0,%,CHEMBL210,,,CHEMBL1139766,-7.308547,-5.095781
9845,B2,CHEMBL249534,Cc1nc(-c2ccc(OCCNC[C@H](O)c3cccnc3)cc2)co1,Intrinsic activity,=,7.0,%,CHEMBL210,,,CHEMBL1139766,-7.2080264,-5.054532
9846,B2,CHEMBL427711,Cc1nc(-c2ccc(OCCNC[C@H](O)c3cccnc3)cc2)c(C)o1,Ki,,,,CHEMBL210,,,CHEMBL1139766,-6.575987,-5.6958146
9847,B2,CHEMBL399440,Cc1ocnc1-c1ccc(OCCNC[C@H](O)c2cccnc2)cc1,Ki,,,,CHEMBL210,,,CHEMBL1139766,-6.6454744,-5.699424
9848,B2,CHEMBL251180,OCc1nc(-c2ccc(OCCNC[C@H](O)c3cccnc3)cc2)co1,Ki,=,0.03,uM,CHEMBL210,,,CHEMBL1139766,-7.23404,-5.036251
9849,B2,CHEMBL250760,O[C@@H](CNCCOc1ccc(-c2coc(COCc3ccccc3)n2)cc1)c1cccnc1,Ki,,,,CHEMBL210,,,CHEMBL1139766,-7.3967347,-5.0124397
9850,B2,CHEMBL250559,COCc1nc(-c2ccc(OCCNC[C@H](O)c3cccnc3)cc2)co1,Ki,,,,CHEMBL210,,,CHEMBL1139766,-7.447652,-5.169753
9851,B2,CHEMBL250352,CC(C)c1nc(-c2ccc(OCCNC[C@H](O)c3cccnc3)cc2)co1,Ki,=,0.049,uM,CHEMBL210,,,CHEMBL1139766,-7.2581377,-5.043182
9852,B2,CHEMBL400049,CCc1nc(-c2ccc(OCCNC[C@H](O)c3cccnc3)cc2)co1,Ki,=,0.037,uM,CHEMBL210,,,CHEMBL1139766,-7.2963805,-5.0568633
9853,B2,CHEMBL249534,Cc1nc(-c2ccc(OCCNC[C@H](O)c3cccnc3)cc2)co1,Ki,=,0.021,uM,CHEMBL210,,,CHEMBL1139766,-7.2339363,-5.0800486
9854,B2,CHEMBL251167,CC(C)(Cc1ccc(Oc2ccc(C(N)=O)cn2)cc1)NC[C@H](O)COc1cccc2c1CC(=O)N2,EC50,>,10000.0,nM,CHEMBL210,,,CHEMBL1140547,1.71388,19.035482
9855,B2,CHEMBL248751,CC(C)(Cc1ccc(Oc2ccc(C(N)=O)cn2)cc1)NC[C@H](O)COc1cccc2c1C1(CCCCC1)C(=O)N2,EC50,>,10000.0,nM,CHEMBL210,,,CHEMBL1140547,2.0498464,19.068409
9856,B2,CHEMBL430392,CC(C)(Cc1ccc(Oc2ccc(C(N)=O)cn2)cc1)NC[C@H](O)COc1cccc2c1C1(CCCC1)C(=O)N2,EC50,>,10000.0,nM,CHEMBL210,,,CHEMBL1140547,2.0532718,18.958714
9857,B2,CHEMBL248750,CC(C)(Cc1ccc(Oc2ccc(C(N)=O)cn2)cc1)NC[C@H](O)COc1cccc2c1C1(CCC1)C(=O)N2,EC50,>,10000.0,nM,CHEMBL210,,,CHEMBL1140547,1.9893836,19.03934
9858,B2,CHEMBL248547,CC(C)(Cc1ccc(Oc2ccc(C(N)=O)cn2)cc1)NC[C@H](O)COc1cccc2c1C1(CC1)C(=O)N2,EC50,=,35.2,nM,CHEMBL210,,,CHEMBL1140547,1.8643613,19.042198
9859,B2,CHEMBL250579,CC(C)(Cc1ccc(Oc2ccc(C(N)=O)cn2)cc1)NC[C@H](O)COc1cccc2c1C(Cc1ccccc1)(Cc1ccccc1)C(=O)N2,EC50,>,10000.0,nM,CHEMBL210,,,CHEMBL1140547,1.8799492,19.198896
9860,B2,CHEMBL251579,CCC1(CC)C(=O)Nc2cccc(OC[C@@H](O)CNC(C)(C)Cc3ccc(Oc4ccc(C(N)=O)cn4)cc3)c21,EC50,>,10000.0,nM,CHEMBL210,,,CHEMBL1140547,1.7894955,19.112608
9861,B2,CHEMBL251372,CC(C)(Cc1ccc(Oc2ccc(C(N)=O)cn2)cc1)NC[C@H](O)COc1cccc2c1C(C)(C)C(=O)N2,EC50,>,10000.0,nM,CHEMBL210,,,CHEMBL1140547,1.7721186,19.061125
9862,B2,CHEMBL401335,CC(C)(Cc1ccc(Oc2ccc(C(N)=O)cn2)cc1)NC[C@H](O)COc1cccc2c1C(Cc1ccccc1)C(=O)N2,EC50,>,10000.0,nM,CHEMBL210,,,CHEMBL1140547,-11.071436,1.1283488
9863,B2,CHEMBL251177,CC(C)CC1C(=O)Nc2cccc(OC[C@@H](O)CNC(C)(C)Cc3ccc(Oc4ccc(C(N)=O)cn4)cc3)c21,EC50,>,10000.0,nM,CHEMBL210,,,CHEMBL1140547,-11.062416,1.1368396
9864,B2,CHEMBL251176,CC(C)C1C(=O)Nc2cccc(OC[C@@H](O)CNC(C)(C)Cc3ccc(Oc4ccc(C(N)=O)cn4)cc3)c21,EC50,>,10000.0,nM,CHEMBL210,,,CHEMBL1140547,-10.6728325,-3.774663
9865,B2,CHEMBL404626,CC1C(=O)Nc2cccc(OC[C@@H](O)CNC(C)(C)Cc3ccc(Oc4ccc(C(N)=O)cn4)cc3)c21,EC50,>,10000.0,nM,CHEMBL210,,,CHEMBL1140547,-10.66604,-3.791143
9866,B2,CHEMBL251167,CC(C)(Cc1ccc(Oc2ccc(C(N)=O)cn2)cc1)NC[C@H](O)COc1cccc2c1CC(=O)N2,Emax,<,10.0,%,CHEMBL210,,,CHEMBL1140547,1.7639077,18.996204
9867,B2,CHEMBL248751,CC(C)(Cc1ccc(Oc2ccc(C(N)=O)cn2)cc1)NC[C@H](O)COc1cccc2c1C1(CCCCC1)C(=O)N2,Emax,<,10.0,%,CHEMBL210,,,CHEMBL1140547,2.0928655,19.075985
9868,B2,CHEMBL430392,CC(C)(Cc1ccc(Oc2ccc(C(N)=O)cn2)cc1)NC[C@H](O)COc1cccc2c1C1(CCCC1)C(=O)N2,Emax,<,10.0,%,CHEMBL210,,,CHEMBL1140547,1.9324155,19.036247
9869,B2,CHEMBL248750,CC(C)(Cc1ccc(Oc2ccc(C(N)=O)cn2)cc1)NC[C@H](O)COc1cccc2c1C1(CCC1)C(=O)N2,Emax,<,10.0,%,CHEMBL210,,,CHEMBL1140547,1.9094908,19.037094
9870,B2,CHEMBL248547,CC(C)(Cc1ccc(Oc2ccc(C(N)=O)cn2)cc1)NC[C@H](O)COc1cccc2c1C1(CC1)C(=O)N2,Emax,=,13.5,%,CHEMBL210,,,CHEMBL1140547,1.8622457,19.03071
9871,B2,CHEMBL250579,CC(C)(Cc1ccc(Oc2ccc(C(N)=O)cn2)cc1)NC[C@H](O)COc1cccc2c1C(Cc1ccccc1)(Cc1ccccc1)C(=O)N2,Emax,<,10.0,%,CHEMBL210,,,CHEMBL1140547,1.838531,19.138374
9872,B2,CHEMBL251579,CCC1(CC)C(=O)Nc2cccc(OC[C@@H](O)CNC(C)(C)Cc3ccc(Oc4ccc(C(N)=O)cn4)cc3)c21,Emax,<,10.0,%,CHEMBL210,,,CHEMBL1140547,1.783909,19.111853
9873,B2,CHEMBL251372,CC(C)(Cc1ccc(Oc2ccc(C(N)=O)cn2)cc1)NC[C@H](O)COc1cccc2c1C(C)(C)C(=O)N2,Emax,<,10.0,%,CHEMBL210,,,CHEMBL1140547,1.7544991,19.063574
9874,B2,CHEMBL401335,CC(C)(Cc1ccc(Oc2ccc(C(N)=O)cn2)cc1)NC[C@H](O)COc1cccc2c1C(Cc1ccccc1)C(=O)N2,Emax,<,10.0,%,CHEMBL210,,,CHEMBL1140547,-11.06012,1.131393
9875,B2,CHEMBL251177,CC(C)CC1C(=O)Nc2cccc(OC[C@@H](O)CNC(C)(C)Cc3ccc(Oc4ccc(C(N)=O)cn4)cc3)c21,Emax,<,10.0,%,CHEMBL210,,,CHEMBL1140547,-11.007814,1.1257212
9876,B2,CHEMBL251176,CC(C)C1C(=O)Nc2cccc(OC[C@@H](O)CNC(C)(C)Cc3ccc(Oc4ccc(C(N)=O)cn4)cc3)c21,Emax,<,10.0,%,CHEMBL210,,,CHEMBL1140547,-10.642548,-3.7613287
9877,B2,CHEMBL404626,CC1C(=O)Nc2cccc(OC[C@@H](O)CNC(C)(C)Cc3ccc(Oc4ccc(C(N)=O)cn4)cc3)c21,Emax,<,10.0,%,CHEMBL210,,,CHEMBL1140547,-10.65482,-3.799559
9878,B2,CHEMBL253597,CC(=O)N(Cc1ccccc1O[11CH3])c1cnccc1Oc1ccccc1,Activity,<,50.0,%,CHEMBL210,,,CHEMBL1140697,-0.77893776,1.9799793
9879,B2,CHEMBL252766,CSc1ccc2nc(-c3ccc(N(C)C)cc3)cn2c1,Activity,<,50.0,%,CHEMBL210,,,CHEMBL1140705,-0.13705729,-1.4008975
9880,B2,CHEMBL403296,CCCCC(O)c1[nH]c2cc(C)c(C(=O)O)cc2c1CCc1ccccc1,IC50,=,1540.0,uM,CHEMBL210,,,CHEMBL1141464,4.645655,0.71340054
9881,B2,CHEMBL403297,Cc1cc2c(CO)c(CCCCC(=O)O)n(CCc3ccccc3)c2cc1C(=O)O,IC50,=,15.0,uM,CHEMBL210,,,CHEMBL1141464,4.5825567,0.61933094
9882,B2,CHEMBL250740,CCCCCc1c(CO)c2cc(C)c(C(=O)O)cc2n1CCc1ccccc1,IC50,=,280.0,uM,CHEMBL210,,,CHEMBL1141464,4.8418226,0.8469611
9883,B2,CHEMBL252273,Cc1cc2[nH]c(C(=O)NCCC(=O)O)c(CCc3ccccc3)c2cc1C(=O)O,IC50,=,820.0,uM,CHEMBL210,,,CHEMBL1141464,4.135624,0.5548149
9884,B2,CHEMBL252077,Cc1cc2[nH]c(C(O)CCCC(=O)O)c(CCc3ccccc3)c2cc1C(=O)O,IC50,=,777.0,uM,CHEMBL210,,,CHEMBL1141464,4.3744054,0.42370248
9885,B2,CHEMBL410400,CCCNC(=O)c1[nH]c2cc(C)c(C(=O)O)cc2c1CCc1ccccc1,Activity,,,,CHEMBL210,,,CHEMBL1141464,4.4045577,0.8862226
9886,B2,CHEMBL230490,C[C@H](Cc1cccc(CC(=O)NCc2ccc(Cl)c(Cl)c2)c1)NC[C@H](O)c1ccc(O)c(CO)c1,Activity,=,30.0,pM,CHEMBL210,,,CHEMBL1142368,14.924367,4.39608
9887,B2,CHEMBL1263,OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O,Activity,=,70.0,pM,CHEMBL210,,,CHEMBL1142368,-1.5113846,-20.478678
