,receptor,molecule_chembl_id,canonical_smiles,type,relation,value,units,target_id,action_type,nombre_comercial,document_chembl_id,UMAP-1,UMAP-2
4607,B1,CHEMBL871,CC(O)(P(=O)(O)O)P(=O)(O)O,IC50,,,,CHEMBL213,,,CHEMBL1909046,0.590195,-1.7078605
4608,B1,CHEMBL871,CC(O)(P(=O)(O)O)P(=O)(O)O,Ki,,,,CHEMBL213,,,CHEMBL1909046,0.5462484,-1.4543003
4609,B1,CHEMBL1480,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,IC50,,,,CHEMBL213,,,CHEMBL1909046,-8.387659,-9.675349
4610,B1,CHEMBL1480,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,Ki,,,,CHEMBL213,,,CHEMBL1909046,-8.377968,-9.666278
4611,B1,CHEMBL940,NCC1(CC(=O)O)CCCCC1,IC50,,,,CHEMBL213,,,CHEMBL1909046,2.5150406,-2.86973
4612,B1,CHEMBL1073,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,IC50,,,,CHEMBL213,,,CHEMBL1909046,4.3460364,-4.600212
4613,B1,CHEMBL1073,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,Ki,,,,CHEMBL213,,,CHEMBL1909046,4.3473516,-4.6446843
4614,B1,CHEMBL434063,CN(CCOc1ccc(C[C@H](Nc2ccccc2C(=O)c2ccccc2)C(=O)O)cc1)c1ccccn1,IC50,,,,CHEMBL213,,,CHEMBL1909046,5.4816256,-9.241746
4615,B1,CHEMBL434063,CN(CCOc1ccc(C[C@H](Nc2ccccc2C(=O)c2ccccc2)C(=O)O)cc1)c1ccccn1,Ki,,,,CHEMBL213,,,CHEMBL1909046,5.470149,-9.232862
4616,B1,CHEMBL276832,NNc1nncc2ccccc12,IC50,,,,CHEMBL213,,,CHEMBL1909046,1.2760706,-0.03041503
4617,B1,CHEMBL276832,NNc1nncc2ccccc12,Ki,,,,CHEMBL213,,,CHEMBL1909046,0.9405518,-0.10642804
4618,B1,CHEMBL1117,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O,IC50,,,,CHEMBL213,,,CHEMBL1909046,-6.772709,21.859827
4619,B1,CHEMBL1117,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O,Ki,,,,CHEMBL213,,,CHEMBL1909046,-6.716404,21.9157
4620,B1,CHEMBL826,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,IC50,,,,CHEMBL213,,,CHEMBL1909046,-1.0999075,24.617846
4621,B1,CHEMBL826,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,Ki,,,,CHEMBL213,,,CHEMBL1909046,-1.0876473,24.563757
4622,B1,CHEMBL119443,C[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,IC50,,,,CHEMBL213,,,CHEMBL1909046,6.402342,16.179224
4623,B1,CHEMBL119443,C[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,Ki,,,,CHEMBL213,,,CHEMBL1909046,6.526003,16.106514
4624,B1,CHEMBL6273,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1,IC50,,,,CHEMBL213,,,CHEMBL1909046,-8.841037,-7.1974607
4625,B1,CHEMBL6273,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1,Ki,,,,CHEMBL213,,,CHEMBL1909046,-8.831488,-7.108749
4626,B1,CHEMBL1512,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,IC50,,,,CHEMBL213,,,CHEMBL1909046,-4.06991,-11.774696
4627,B1,CHEMBL1512,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,Ki,,,,CHEMBL213,,,CHEMBL1909046,-4.07374,-11.769469
4628,B1,CHEMBL726,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,IC50,,,,CHEMBL213,,,CHEMBL1909046,-6.8921075,3.2735739
4629,B1,CHEMBL726,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,Ki,,,,CHEMBL213,,,CHEMBL1909046,-6.9955187,3.3460455
4630,B1,CHEMBL940,NCC1(CC(=O)O)CCCCC1,Ki,,,,CHEMBL213,,,CHEMBL1909046,2.4541807,-2.8501937
4631,B1,CHEMBL457,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,IC50,,,,CHEMBL213,,,CHEMBL1909046,0.92896825,-1.6029377
4632,B1,CHEMBL457,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,Ki,,,,CHEMBL213,,,CHEMBL1909046,0.9210949,-1.6145074
4633,B1,CHEMBL1433,C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21,IC50,,,,CHEMBL213,,,CHEMBL1909046,7.262991,15.470368
4634,B1,CHEMBL1433,C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21,Ki,,,,CHEMBL213,,,CHEMBL1909046,7.2172823,15.531183
4635,B1,CHEMBL545,CCO,IC50,,,,CHEMBL213,,,CHEMBL1909046,-1.035646,-0.47777423
4636,B1,CHEMBL545,CCO,Ki,,,,CHEMBL213,,,CHEMBL1909046,-1.0555981,-0.31877658
4637,B1,CHEMBL622,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,IC50,,,,CHEMBL213,,,CHEMBL1909046,4.5287876,-0.7290138
4638,B1,CHEMBL622,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,Ki,,,,CHEMBL213,,,CHEMBL1909046,4.4763694,-0.7813716
4639,B1,CHEMBL37161,COC(=O)Nc1nc2cc(Sc3ccccc3)ccc2[nH]1,IC50,,,,CHEMBL213,,,CHEMBL1909046,0.24701555,-14.705329
4640,B1,CHEMBL37161,COC(=O)Nc1nc2cc(Sc3ccccc3)ccc2[nH]1,Ki,,,,CHEMBL213,,,CHEMBL1909046,0.333115,-14.611375
4641,B1,CHEMBL1201012,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,IC50,,,,CHEMBL213,,,CHEMBL1909046,-4.1243286,-11.8283205
4642,B1,CHEMBL1201012,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,Ki,,,,CHEMBL213,,,CHEMBL1909046,-4.1719522,-11.862774
4643,B1,CHEMBL1372,N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O,IC50,,,,CHEMBL213,,,CHEMBL1909046,-3.5781372,1.1046151
4644,B1,CHEMBL1372,N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O,Ki,,,,CHEMBL213,,,CHEMBL1909046,-3.616883,1.1790973
4645,B1,CHEMBL289469,CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2,IC50,,,,CHEMBL213,,,CHEMBL1909046,2.9706037,-3.8609838
4646,B1,CHEMBL289469,CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2,Ki,,,,CHEMBL213,,,CHEMBL1909046,2.952167,-3.8653843
4647,B1,CHEMBL1200845,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CCl)O1,IC50,,,,CHEMBL213,,,CHEMBL1909046,7.7804193,-8.0080805
4648,B1,CHEMBL1200845,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CCl)O1,Ki,,,,CHEMBL213,,,CHEMBL1909046,7.7836537,-8.007503
4649,B1,CHEMBL1237174,NN,IC50,,,,CHEMBL213,,,CHEMBL1909046,-1.4954436,-0.8917279
4650,B1,CHEMBL1237174,NN,Ki,,,,CHEMBL213,,,CHEMBL1909046,-1.3730112,-1.042896
4651,B1,CHEMBL252556,COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O,IC50,,,,CHEMBL213,,,CHEMBL1909046,-1.4062438,0.3379654
4652,B1,CHEMBL252556,COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O,Ki,,,,CHEMBL213,,,CHEMBL1909046,-1.4819707,0.26129356
4653,B1,CHEMBL15511,CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,IC50,,,,CHEMBL213,,,CHEMBL1909046,12.945375,-5.575596
4654,B1,CHEMBL15511,CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,Ki,,,,CHEMBL213,,,CHEMBL1909046,12.922701,-5.552497
4655,B1,CHEMBL442,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21,IC50,=,4.142,uM,CHEMBL213,,,CHEMBL1909046,18.661322,1.9822993
4656,B1,CHEMBL442,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21,Ki,=,2.392,uM,CHEMBL213,,,CHEMBL1909046,18.700123,2.0199277
4657,B1,CHEMBL1454946,COC(=O)Nc1nc2cc(C(=O)c3ccc(F)cc3)ccc2[nH]1,IC50,,,,CHEMBL213,,,CHEMBL1909046,0.14214839,-14.783751
4658,B1,CHEMBL1454946,COC(=O)Nc1nc2cc(C(=O)c3ccc(F)cc3)ccc2[nH]1,Ki,,,,CHEMBL213,,,CHEMBL1909046,0.1581447,-14.759033
4659,B1,CHEMBL1614641,C[C@H](C(=O)O)c1ccc2oc(-c3ccc(F)cc3)nc2c1,IC50,,,,CHEMBL213,,,CHEMBL1909046,-10.622596,16.407398
4660,B1,CHEMBL1614641,C[C@H](C(=O)O)c1ccc2oc(-c3ccc(F)cc3)nc2c1,Ki,,,,CHEMBL213,,,CHEMBL1909046,-10.623184,16.397705
4661,B1,CHEMBL34139,C[C@H]([C@](O)(Cn1cncn1)c1ccc(F)cc1F)S(C)(=O)=O,IC50,,,,CHEMBL213,,,CHEMBL1909046,-7.103285,14.777804
4662,B1,CHEMBL34139,C[C@H]([C@](O)(Cn1cncn1)c1ccc(F)cc1F)S(C)(=O)=O,Ki,,,,CHEMBL213,,,CHEMBL1909046,-7.117898,14.729586
4663,B1,CHEMBL1108,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,IC50,,,,CHEMBL213,,,CHEMBL1909046,-0.90514994,4.8233423
4664,B1,CHEMBL1108,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,Ki,,,,CHEMBL213,,,CHEMBL1909046,-0.88681346,4.8488073
4665,B1,CHEMBL532,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,IC50,,,,CHEMBL213,,,CHEMBL1909046,-17.486345,-1.6261126
4666,B1,CHEMBL532,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,Ki,,,,CHEMBL213,,,CHEMBL1909046,-17.467545,-1.6644421
4667,B1,CHEMBL691,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,IC50,,,,CHEMBL213,,,CHEMBL1909046,-10.32135,-7.6063876
4668,B1,CHEMBL691,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,Ki,,,,CHEMBL213,,,CHEMBL1909046,-10.279338,-7.569791
4669,B1,CHEMBL44657,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,IC50,,,,CHEMBL213,,,CHEMBL1909046,16.709898,0.9508341
4670,B1,CHEMBL44657,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,Ki,,,,CHEMBL213,,,CHEMBL1909046,16.696312,0.9523654
4671,B1,CHEMBL672,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,IC50,,,,CHEMBL213,,,CHEMBL1909046,-5.6336393,-1.3671652
4672,B1,CHEMBL672,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,Ki,,,,CHEMBL213,,,CHEMBL1909046,-5.674504,-1.4094611
4673,B1,CHEMBL563,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,IC50,,,,CHEMBL213,,,CHEMBL1909046,5.048828,0.4610697
4674,B1,CHEMBL563,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,Ki,,,,CHEMBL213,,,CHEMBL1909046,4.9772024,0.42596367
4675,B1,CHEMBL472,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,IC50,,,,CHEMBL213,,,CHEMBL1909046,4.2559295,-4.50116
4676,B1,CHEMBL472,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,Ki,,,,CHEMBL213,,,CHEMBL1909046,4.2755065,-4.5317664
4677,B1,CHEMBL583,Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,IC50,,,,CHEMBL213,,,CHEMBL1909046,13.014807,-5.679104
4678,B1,CHEMBL583,Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,Ki,,,,CHEMBL213,,,CHEMBL1909046,12.922255,-5.5749865
4679,B1,CHEMBL54,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,IC50,,,,CHEMBL213,,,CHEMBL1909046,14.487741,-5.9346576
4680,B1,CHEMBL54,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,Ki,,,,CHEMBL213,,,CHEMBL1909046,14.46925,-5.91495
4681,B1,CHEMBL435,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,IC50,,,,CHEMBL213,,,CHEMBL1909046,10.483655,10.996633
4682,B1,CHEMBL435,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,Ki,,,,CHEMBL213,,,CHEMBL1909046,10.521434,11.047818
4683,B1,CHEMBL788,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,IC50,,,,CHEMBL213,,,CHEMBL1909046,-10.01888,-5.4969234
4684,B1,CHEMBL788,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,Ki,,,,CHEMBL213,,,CHEMBL1909046,-9.964266,-5.548389
4685,B1,CHEMBL56337,CC(/C=C1\SC(=S)N(CC(=O)O)C1=O)=C\c1ccccc1,IC50,,,,CHEMBL213,,,CHEMBL1909046,12.686674,14.274596
4686,B1,CHEMBL56337,CC(/C=C1\SC(=S)N(CC(=O)O)C1=O)=C\c1ccccc1,Ki,,,,CHEMBL213,,,CHEMBL1909046,12.632983,14.2411785
4687,B1,CHEMBL106,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,IC50,,,,CHEMBL213,,,CHEMBL1909046,-7.110593,14.769025
4688,B1,CHEMBL106,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,Ki,,,,CHEMBL213,,,CHEMBL1909046,-7.071577,14.818014
4689,B1,CHEMBL989,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,IC50,,,,CHEMBL213,,,CHEMBL1909046,7.8289022,-7.1430655
4690,B1,CHEMBL989,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,Ki,,,,CHEMBL213,,,CHEMBL1909046,7.8180447,-7.191921
4691,B1,CHEMBL659,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,IC50,,,,CHEMBL213,,,CHEMBL1909046,4.115166,8.056378
4692,B1,CHEMBL659,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,Ki,,,,CHEMBL213,,,CHEMBL1909046,4.1348214,8.021036
4693,B1,CHEMBL44,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,IC50,,,,CHEMBL213,,,CHEMBL1909046,-0.88006395,0.96031415
4694,B1,CHEMBL44,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,Ki,,,,CHEMBL213,,,CHEMBL1909046,-0.88492155,0.87462246
4695,B1,CHEMBL1752,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,IC50,,,,CHEMBL213,,,CHEMBL1909046,-6.025555,0.20543523
4696,B1,CHEMBL1752,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,Ki,,,,CHEMBL213,,,CHEMBL1909046,-6.0038123,0.16306376
4697,B1,CHEMBL2220427,CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C,IC50,,,,CHEMBL213,,,CHEMBL1909046,-17.434559,-1.6729578
4698,B1,CHEMBL2220427,CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C,Ki,,,,CHEMBL213,,,CHEMBL1909046,-17.488134,-1.6209843
4699,B1,CHEMBL241694,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,IC50,,,,CHEMBL213,,,CHEMBL1909046,-13.140909,1.6213906
4700,B1,CHEMBL241694,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,Ki,,,,CHEMBL213,,,CHEMBL1909046,-13.161107,1.6719468
4701,B1,CHEMBL485259,CC12CCC(CC1)C(C)(C)O2,IC50,,,,CHEMBL213,,,CHEMBL1909046,-1.0043962,-1.6590321
4702,B1,CHEMBL485259,CC12CCC(CC1)C(C)(C)O2,Ki,,,,CHEMBL213,,,CHEMBL1909046,-0.85482556,-1.6113907
4703,B1,CHEMBL428880,O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,IC50,,,,CHEMBL213,,,CHEMBL1909046,11.474144,11.432601
4704,B1,CHEMBL428880,O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,Ki,,,,CHEMBL213,,,CHEMBL1909046,11.449579,11.4320545
4705,B1,CHEMBL139835,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,IC50,,,,CHEMBL213,,,CHEMBL1909046,-12.178057,7.043382
4706,B1,CHEMBL139835,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,Ki,,,,CHEMBL213,,,CHEMBL1909046,-12.176363,7.086866
4707,B1,CHEMBL404811,C[C@@H]1CC[C@@]2(OC1)O[C@H]1[C@@H](O)[C@H]3[C@@H]4CC[C@H]5C[C@@H](O[C@@H]6O[C@H](CO)[C@H](O[C@@H]7O[C@H](CO)C(O)[C@H](O[C@@H]8OC[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O[C@@H]7O[C@H](CO)[C@H](O)[C@H](O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,IC50,,,,CHEMBL213,,,CHEMBL1909046,6.789129,-5.3598747
4708,B1,CHEMBL404811,C[C@@H]1CC[C@@]2(OC1)O[C@H]1[C@@H](O)[C@H]3[C@@H]4CC[C@H]5C[C@@H](O[C@@H]6O[C@H](CO)[C@H](O[C@@H]7O[C@H](CO)C(O)[C@H](O[C@@H]8OC[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O[C@@H]7O[C@H](CO)[C@H](O)[C@H](O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,Ki,,,,CHEMBL213,,,CHEMBL1909046,6.743585,-5.3531938
4709,B1,CHEMBL657,CN(C)CCOC(c1ccccc1)c1ccccc1,IC50,,,,CHEMBL213,,,CHEMBL1909046,4.4165587,5.283062
4710,B1,CHEMBL657,CN(C)CCOC(c1ccccc1)c1ccccc1,Ki,,,,CHEMBL213,,,CHEMBL1909046,4.391938,5.287777
4711,B1,CHEMBL404520,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12,IC50,,,,CHEMBL213,,,CHEMBL1909046,7.221919,15.421683
4712,B1,CHEMBL404520,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12,Ki,,,,CHEMBL213,,,CHEMBL1909046,7.0745273,15.361222
4713,B1,CHEMBL1413,Cc1cc(C2CCCCC2)n(O)c(=O)c1,IC50,,,,CHEMBL213,,,CHEMBL1909046,-1.192838,-0.3760678
4714,B1,CHEMBL1413,Cc1cc(C2CCCCC2)n(O)c(=O)c1,Ki,,,,CHEMBL213,,,CHEMBL1909046,-1.1966779,-0.12483989
4715,B1,CHEMBL8,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,IC50,,,,CHEMBL213,,,CHEMBL1909046,13.007612,-5.637511
4716,B1,CHEMBL8,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,Ki,,,,CHEMBL213,,,CHEMBL1909046,13.04473,-5.6767926
4717,B1,CHEMBL1626,CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1,IC50,,,,CHEMBL213,,,CHEMBL1909046,-12.835035,8.474177
4718,B1,CHEMBL1626,CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1,Ki,,,,CHEMBL213,,,CHEMBL1909046,-12.83118,8.465115
4719,B1,CHEMBL134,Clc1cccc(Cl)c1NC1=NCCN1,IC50,,,,CHEMBL213,AGONIST,CLONIDINE,CHEMBL1909046,-0.5019753,-4.459347
4720,B1,CHEMBL134,Clc1cccc(Cl)c1NC1=NCCN1,Ki,,,,CHEMBL213,AGONIST,CLONIDINE,CHEMBL1909046,-0.56002104,-4.460373
4721,B1,CHEMBL1201216,Cc1ccccc1N1CCN(CCc2nnc3n2CCCC3)CC1,IC50,,,,CHEMBL213,,,CHEMBL1909046,0.597189,2.6248755
4722,B1,CHEMBL1201216,Cc1ccccc1N1CCN(CCc2nnc3n2CCCC3)CC1,Ki,,,,CHEMBL213,,,CHEMBL1909046,0.62614995,2.4183536
4723,B1,CHEMBL248702,CCN[C@@H](C)Cc1cccc(C(F)(F)F)c1,IC50,,,,CHEMBL213,,,CHEMBL1909046,5.0674167,0.0011718407
4724,B1,CHEMBL248702,CCN[C@@H](C)Cc1cccc(C(F)(F)F)c1,Ki,,,,CHEMBL213,,,CHEMBL1909046,4.9317474,-0.042930447
4725,B1,CHEMBL139,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,IC50,,,,CHEMBL213,,,CHEMBL1909046,-1.8847754,11.274826
4726,B1,CHEMBL139,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,Ki,,,,CHEMBL213,,,CHEMBL1909046,-1.9499913,11.306413
4727,B1,CHEMBL1130,C[C@H]1O[C@@H](n2cc(F)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O,IC50,,,,CHEMBL213,,,CHEMBL1909046,-9.621514,-5.6635895
4728,B1,CHEMBL1130,C[C@H]1O[C@@H](n2cc(F)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O,Ki,,,,CHEMBL213,,,CHEMBL1909046,-9.661081,-5.5799785
4729,B1,CHEMBL280998,Oc1ccccc1O,IC50,,,,CHEMBL213,,,CHEMBL1909046,-0.53650236,0.53536004
4730,B1,CHEMBL280998,Oc1ccccc1O,Ki,,,,CHEMBL213,,,CHEMBL1909046,-0.42961088,0.6198169
4731,B1,CHEMBL515,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,IC50,,,,CHEMBL213,,,CHEMBL1909046,3.9075348,-0.23295961
4732,B1,CHEMBL515,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,Ki,,,,CHEMBL213,,,CHEMBL1909046,3.8762074,-0.25944722
